Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
508.0,2004-05-16 00:00:00,Anhebung der Mehrwertsteuer zu Gunsten von AHV und IV,Bundesbeschluss über die Finanzierung der AHV/IV durch Anhebung der Mehrwertsteuersätze,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,50.837867,756550.0,1651347.0,0.0,23.0,https://swissvotes.ch/vote/508.00
509.0,2004-05-16 00:00:00,Steuerpaket,"Bundesgesetz über die Änderung von Erlassen im Bereich der Ehe- und Familienbesteuerung, der Wohneigentumsbesteuerung und der Stempelabgaben",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,50.847017,821475.0,1585910.0,0.0,23.0,https://swissvotes.ch/vote/509.00
510.0,2004-09-26 00:00:00,Erleichterte Einbürgerung von Jugendlichen der zweiten Generation,Bundesbeschluss über die ordentliche Einbürgerung sowie über die erleichterte Einbürgerung junger Ausländerinnen und Ausländer der zweiten Generation,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,53.830643,1106529.0,1452453.0,5.5,17.5,https://swissvotes.ch/vote/510.00
511.0,2004-09-26 00:00:00,Bürgerrechtserwerb für die dritte Generation,Bundesbeschluss über den Bürgerrechtserwerb von Ausländerinnen und Ausländern der dritten Generation,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,53.841902,1238912.0,1322587.0,6.5,16.5,https://swissvotes.ch/vote/511.00
512.0,2004-09-26 00:00:00,Initiative «Postdienst für alle»,Volksinitiative «Postdienst für alle»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,53.545082,1247771.0,1259114.0,9.5,13.5,https://swissvotes.ch/vote/512.00
513.0,2004-09-26 00:00:00,Erwerbsersatz für Dienstleistende und bei Mutterschaft,"Bundesgesetz über die Erwerbsersatzordnung für Dienstleistende in Armee, Zivildienst und Zivilschutz (Erwerbsersatzgesetz, EOG)",Fakultatives Referendum,Nicht zutreffend,Mutterschaftsversicherung,1,3,Angenommen,53.816061,1417159.0,1138580.0,10.0,13.0,https://swissvotes.ch/vote/513.00
514.0,2004-11-28 00:00:00,Neugestaltung Finanzausgleich,Bundesbeschluss zur Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kantonen (NFA),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,36.862395,1104565.0,611331.0,20.5,2.5,https://swissvotes.ch/vote/514.00
515.0,2004-11-28 00:00:00,Neue Finanzordnung,Bundesbeschluss über eine neue Finanzordnung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,36.84281,1258895.0,446662.0,22.0,1.0,https://swissvotes.ch/vote/515.00
516.0,2004-11-28 00:00:00,Stammzellenforschungsgesetz,Bundesgesetz über die Forschung an embryonalen Stammzellen,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,37.03877,1156706.0,585530.0,23.0,0.0,https://swissvotes.ch/vote/516.00
517.0,2005-06-05 00:00:00,Abkommen zu Schengen und Dublin,Bundesbeschluss über die Genehmigung und die Umsetzung der bilateralen Abkommen zwischen der Schweiz und der EU über die Assoziierung an Schengen und Dublin,Fakultatives Referendum,Nicht zutreffend,Teil der Bilateralen Abkommen II,1,3,Angenommen,56.758951,1477260.0,1227042.0,11.0,12.0,https://swissvotes.ch/vote/517.00
518.0,2005-06-05 00:00:00,Gesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare,"Bundesgesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare (Partnerschaftsgesetz, PartG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,56.637236,1559848.0,1127520.0,16.5,6.5,https://swissvotes.ch/vote/518.00
519.0,2005-09-25 00:00:00,Ausdehnung der Personenfreizügigkeit auf die neuen EU-Staaten,Bundesbeschluss über die Genehmigung und Umsetzung des Protokolls über die Ausdehnung des Freizügigkeitsabkommens auf die neuen EG-Mitgliedstaaten zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft und ihren Mitgliedstaaten andererseits sowie über die Genehmigung der Revision der flankierenden Massnahmen zur Personenfreizügigkeit,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,54.426669,1458686.0,1147140.0,17.5,5.5,https://swissvotes.ch/vote/519.00
520.0,2005-11-27 00:00:00,Initiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»,Volksinitiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»,Volksinitiative,Ausformulierter Verfassungsentwurf,"Gentechfrei-Initiative, Gentech-Moratorium",1,1,Angenommen,42.239565,1125835.0,896482.0,23.0,0.0,https://swissvotes.ch/vote/520.00
521.0,2005-11-27 00:00:00,Arbeitsgesetz (Sonntagsarbeit),"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.39343,1026833.0,1003900.0,6.0,17.0,https://swissvotes.ch/vote/521.00
522.0,2006-05-21 00:00:00,Neuordnung der Verfassungsbestimmungen zur Bildung,Bundesbeschluss über die Neuordnung der Verfassungsbestimmungen zur Bildung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,27.866378,1137450.0,191666.0,23.0,0.0,https://swissvotes.ch/vote/522.00
523.0,2006-09-24 00:00:00,Initiative «Nationalbankgewinne für die AHV»,Volksinitiative «Nationalbankgewinne für die AHV»,Volksinitiative,Ausformulierter Verfassungsentwurf,KOSA-Initiative,0,0,Abgelehnt,48.881836,973831.0,1359514.0,2.5,20.5,https://swissvotes.ch/vote/523.00
524.0,2006-09-24 00:00:00,Ausländergesetz,Bundesgesetz über die Ausländerinnen und Ausländer,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,49.044309,1602134.0,755119.0,23.0,0.0,https://swissvotes.ch/vote/524.00
525.0,2006-09-24 00:00:00,Asylgesetz,Änderung des Asylgesetzes,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,49.050583,1598552.0,760634.0,23.0,0.0,https://swissvotes.ch/vote/525.00
526.0,2006-11-26 00:00:00,Gesetz über die Zusammenarbeit mit den Staaten Osteuropas,Bundesgesetz über die Zusammenarbeit mit den Staaten Osteuropas,Fakultatives Referendum,Nicht zutreffend,Kohäsionsmilliarde,1,3,Angenommen,45.116395,1158494.0,1010190.0,14.0,9.0,https://swissvotes.ch/vote/526.00
527.0,2006-11-26 00:00:00,Gesetz über die Familienzulagen,Bundesgesetz über die Familienzulagen,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.141096,1480796.0,697415.0,22.5,0.5,https://swissvotes.ch/vote/527.00
528.0,2007-03-11 00:00:00,Initiative für eine Einheitskrankenkasse,Volksinitiative «Für eine soziale Einheitskrankenkasse»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.947063,641917.0,1590213.0,2.0,21.0,https://swissvotes.ch/vote/528.00
529.0,2007-06-17 00:00:00,5. IV-Revision,Änderung des Bundesgesetzes über die Invalidenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,36.20206,1039282.0,719628.0,19.0,4.0,https://swissvotes.ch/vote/529.00
530.0,2008-02-24 00:00:00,Initiative «Gegen Kampfjetlärm in Tourismusgebieten»,Volksinitiative «Gegen Kampfjetlärm in Tourismusgebieten»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,38.74401,601071.0,1282108.0,0.0,23.0,https://swissvotes.ch/vote/530.00
531.0,2008-02-24 00:00:00,Unternehmenssteuerreform II,Bundesgesetz über die Verbesserung der steuerlichen Rahmenbedingungen für unternehmerische Tätigkeiten und Investitionen (Unternehmenssteuerreformgesetz II),Fakultatives Referendum,Nicht zutreffend,USR 2,1,3,Angenommen,38.624402,938744.0,918990.0,16.0,7.0,https://swissvotes.ch/vote/531.00
532.0,2008-06-01 00:00:00,Initiative «Für demokratische Einbürgerungen»,Volksinitiative «Für demokratische Einbürgerungen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.180636,804730.0,1415249.0,1.0,22.0,https://swissvotes.ch/vote/532.00
533.0,2008-06-01 00:00:00,Initiative «gegen Behördenprogaganda»,Volksinitiative «Volkssouveränität statt Behördenpropaganda»,Volksinitiative,Ausformulierter Verfassungsentwurf,Maulkorbinitiative,0,0,Abgelehnt,44.851395,538928.0,1634196.0,0.0,23.0,https://swissvotes.ch/vote/533.00
534.0,2008-06-01 00:00:00,Verfassungsartikel zur Krankenversicherung,Verfassungsartikel «Für Qualität und Wirtschaftlichkeit in der Krankenversicherung»,Direkter Gegenentwurf,Nicht zutreffend,Gegenentwurf zur zurückgezogenen Volksinitiative «Für tiefere Krankenkassenprämien in der Grundversicherung»,0,0,Abgelehnt,44.811095,661312.0,1505702.0,0.0,23.0,https://swissvotes.ch/vote/534.00
535.0,2008-11-30 00:00:00,Initiative für die Unverjährbarkeit pornografischer Straftaten an Kindern,Volksinitiative «für die Unverjährbarkeit pornografischer Straftaten an Kindern»,Volksinitiative,Ausformulierter Verfassungsentwurf,Unverjährbarkeitsinitiative,1,1,Angenommen,47.518305,1206323.0,1119119.0,18.0,5.0,https://swissvotes.ch/vote/535.00
536.0,2008-11-30 00:00:00,Initiative «für ein flexibles AHV-Alter»,Volksinitiative «für ein flexibles AHV-Alter»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,47.636065,970221.0,1374598.0,4.0,19.0,https://swissvotes.ch/vote/536.00
537.0,2008-11-30 00:00:00,Verbandsbeschwerderechts-Initiative,Volksinitiative «Verbandsbeschwerderecht: Schluss mit der Verhinderungspolitik – Mehr Wachstum für die Schweiz!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,47.216121,773467.0,1501766.0,0.0,23.0,https://swissvotes.ch/vote/537.00
538.0,2008-11-30 00:00:00,Initiative «für eine vernünftige Hanf-Politik»,Volksinitiative «für eine vernünftige Hanf-Politik mit wirksamem Jugendschutz»,Volksinitiative,Ausformulierter Verfassungsentwurf,Hanf-Initiative,0,0,Abgelehnt,47.340565,846985.0,1457900.0,0.0,23.0,https://swissvotes.ch/vote/538.00
539.0,2008-11-30 00:00:00,Betäubungsmittelgesetz,"Änderung des Bundesgesetzes über die Betäubungsmittel und die psychotropen Stoffe (Betäubungsmittelgesetz, BetmG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,47.14005,1541928.0,722992.0,23.0,0.0,https://swissvotes.ch/vote/539.00
540.0,2009-02-08 00:00:00,Weiterführung der Personenfreizügigkeit Schweiz–EU und Ausdehnung auf Bulgarien und Rumänien,Bundesbeschluss über die Genehmigung der Weiterführung des Freizügigkeitsabkommens zwischen der Schweiz und der Europäischen Gemeinschaft sowie über die Genehmigung des Protokolls über die Ausdehnung des Abkommens auf Bulgarien und Rumänien,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,51.44473,1517132.0,1027899.0,19.5,3.5,https://swissvotes.ch/vote/540.00
541.0,2009-05-17 00:00:00,Verfassungsartikel zur Komplementärmedizin,Verfassungsartikel «Zukunft mit Komplementärmedizin»,Direkter Gegenentwurf,Nicht zutreffend,Gegenentwurf zur zurückgezogenen Volksinitiative «Ja zur Komplementärmedizin»,1,1,Angenommen,38.800804,1283894.0,631560.0,23.0,0.0,https://swissvotes.ch/vote/541.00
542.0,2009-05-17 00:00:00,Einführung des biometrischen Passes,Bundesbeschluss über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der Europäischen Gemeinschaft betreffend die Übernahme der Verordnung (EG) Nr. 2252/2004 über biometrische Pässe und Reisedokumente (Weiterentwicklung des Schengen-Besitzstands),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.772825,953173.0,947493.0,9.0,14.0,https://swissvotes.ch/vote/542.00
543.0,2009-09-27 00:00:00,Zusatzfinanzierung der Invalidenversicherung,Bundesbeschluss über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,41.009001,1112818.0,926730.0,12.0,11.0,https://swissvotes.ch/vote/543.00
544.0,2009-09-27 00:00:00,Verzicht auf die Einführung der allgemeinen Volksinitiative,Bundesbeschluss über den Verzicht auf die Einführung der allgemeinen Volksinitiative,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.43187,1307237.0,618664.0,23.0,0.0,https://swissvotes.ch/vote/544.00
545.0,2009-11-29 00:00:00,Spezialfinanzierung für Aufgaben im Luftverkehr,Bundesbeschluss zur Schaffung einer Spezialfinanzierung für Aufgaben im Luftverkehr,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,52.626498,1609682.0,867113.0,23.0,0.0,https://swissvotes.ch/vote/545.00
546.0,2009-11-29 00:00:00,Initiative «Für ein Verbot von Kriegsmaterial-Exporten»,Volksinitiative «Für ein Verbot von Kriegsmaterial-Exporten»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,53.38613,837156.0,1798132.0,0.0,23.0,https://swissvotes.ch/vote/546.00
547.0,2009-11-29 00:00:00,Initiative «Gegen den Bau von Minaretten»,Volksinitiative «Gegen den Bau von Minaretten»,Volksinitiative,Ausformulierter Verfassungsentwurf,Minarett-Initiative,1,1,Angenommen,53.75915,1535010.0,1134440.0,19.5,3.5,https://swissvotes.ch/vote/547.00
548.0,2010-03-07 00:00:00,Verfassungsartikel über die Forschung am Menschen,Bundesbeschluss zu einem Verfassungsartikel über die Forschung am Menschen,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.485471,1708488.0,504167.0,23.0,0.0,https://swissvotes.ch/vote/548.00
549.0,2010-03-07 00:00:00,Tierschutzanwalt-Initiative,Volksinitiative «Gegen Tierquälerei und für einen besseren Rechtsschutz der Tiere (Tierschutzanwalt-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.820878,671731.0,1605141.0,0.0,23.0,https://swissvotes.ch/vote/549.00
550.0,2010-03-07 00:00:00,Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes,"Änderung des Bundesgesetzes über die berufliche Alters-, Hinterlassenen- und Invalidenvorsorge (BVG) (Mindestumwandlungssatz)",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,45.752815,617209.0,1646369.0,0.0,23.0,https://swissvotes.ch/vote/550.00
551.0,2010-09-26 00:00:00,Revision des Arbeitslosenversicherungsgesetzes,"Änderung des Bundesgesetzes über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,35.83637,958913.0,836101.0,15.5,7.5,https://swissvotes.ch/vote/551.00
552.1,2010-11-28 00:00:00,Ausschaffungsinitiative,Volksinitiative «Für die Ausschaffung krimineller Ausländer (Ausschaffungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,52.926258,1397923.0,1243942.0,17.5,5.5,https://swissvotes.ch/vote/552.10
552.2,2010-11-28 00:00:00,Gegenentwurf zur Ausschaffungsinitiative,Bundesbeschluss über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer (direkter Gegenentwurf zur Auschaffungsinitiative),Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,52.926258,1189269.0,1407830.0,0.0,23.0,https://swissvotes.ch/vote/552.20
552.3,2010-11-28 00:00:00,Stichfrage zu Ausschaffungsinitiative und Gegenentwurf,Stichfrage zur Volksinitiative «Für die Ausschaffung krimineller Ausländer (Ausschaffungsinitiative)» und zum Gegenentwurf dazu (Bundesbeschluss über die Aus- und Wegweisung krimineller Ausländerinnen und Ausländer),Stichfrage,Nicht zutreffend,.,8,9,,52.926258,1252761.0,1271365.0,15.0,8.0,https://swissvotes.ch/vote/552.30
553.0,2010-11-28 00:00:00,«Steuergerechtigkeits-Initiative»,Volksinitiative «Für faire Steuern. Stopp dem Missbrauch beim Steuerwettbewerb (Steuergerechtigkeits-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,52.361964,1073229.0,1510589.0,3.5,19.5,https://swissvotes.ch/vote/553.00
554.0,2011-02-13 00:00:00,Initiative «Für den Schutz vor Waffengewalt»,Volksinitiative «Für den Schutz vor Waffengewalt»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,49.124724,1083312.0,1395812.0,5.5,17.5,https://swissvotes.ch/vote/554.00
555.0,2012-03-11 00:00:00,Zweitwohnungsinitiative,Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,45.182451,1152598.0,1123802.0,13.5,9.5,https://swissvotes.ch/vote/555.00
556.0,2012-03-11 00:00:00,Initiative «Für ein steuerlich begünstigtes Bausparen»,Volksinitiative «Für ein steuerlich begünstigtes Bausparen zum Erwerb von selbst genutztem Wohneigentum und zur Finanzierung von baulichen Energiespar- und Umweltschutzmassnahmen (Bauspar-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.987318,980273.0,1237825.0,4.5,18.5,https://swissvotes.ch/vote/556.00
557.0,2012-03-11 00:00:00,Initiative «6 Wochen Ferien für alle»,Volksinitiative «6 Wochen Ferien für alle»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.417008,771717.0,1531986.0,0.0,23.0,https://swissvotes.ch/vote/557.00
558.0,2012-03-11 00:00:00,Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,Bundesbeschluss über die Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,44.766363,1916182.0,284108.0,23.0,0.0,https://swissvotes.ch/vote/558.00
559.0,2012-03-11 00:00:00,Gesetz über die Buchpreisbindung,Bundesgesetz über die Buchpreisbindung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,44.857255,966633.0,1234222.0,6.0,17.0,https://swissvotes.ch/vote/559.00
560.0,2012-06-17 00:00:00,Initiative «Eigene vier Wände dank Bausparen»,Volksinitiative «Eigene vier Wände dank Bausparen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,38.531848,601449.0,1332839.0,0.0,23.0,https://swissvotes.ch/vote/560.00
561.0,2012-06-17 00:00:00,Initiative «Staatsverträge vors Volk!»,Volksinitiative «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,38.525362,480173.0,1462659.0,0.0,23.0,https://swissvotes.ch/vote/561.00
562.0,2012-06-17 00:00:00,Gesetz über die Krankenversicherung (Managed Care),Änderung des Bundesgesetzes über die Krankenversicherung (Managed Care),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,38.652141,466993.0,1482536.0,0.0,23.0,https://swissvotes.ch/vote/562.00
563.0,2012-09-23 00:00:00,Bundesbeschluss über die Jugendmusikförderung,Bundesbeschluss über die Jugendmusikförderung,Direkter Gegenentwurf,Nicht zutreffend,Gegenentwurf zur zurückgezogenen Volksinitiative «jugend + musik»,1,1,Angenommen,42.411125,1552045.0,583231.0,23.0,0.0,https://swissvotes.ch/vote/563.00
564.0,2012-09-23 00:00:00,Initiative «Sicheres Wohnen im Alter»,Volksinitiative «Sicheres Wohnen im Alter»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.526785,1014016.0,1125495.0,9.5,13.5,https://swissvotes.ch/vote/564.00
565.0,2012-09-23 00:00:00,Initiative «Schutz vor Passivrauchen»,Volksinitiative «Schutz vor Passivrauchen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.811004,741205.0,1437985.0,1.0,22.0,https://swissvotes.ch/vote/565.00
566.0,2012-11-25 00:00:00,Tierseuchengesetz,Änderung des Tierseuchengesetzes (TSG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,27.596361,946220.0,439484.0,21.5,1.5,https://swissvotes.ch/vote/566.00
567.0,2013-03-03 00:00:00,Bundesbeschluss über die Familienpolitik,Bundesbeschluss über die Familienpolitik,Obligatorisches Referendum,Nicht zutreffend,.,1,0,Abgelehnt,46.6108826713863,1283951.0,1078531.0,10.0,13.0,https://swissvotes.ch/vote/567.00
568.0,2013-03-03 00:00:00,Initiative «gegen die Abzockerei»,Volksinitiative «gegen die Abzockerei»,Volksinitiative,Ausformulierter Verfassungsentwurf,"Abzockerinitiative, Minder-Initiative",1,1,Angenommen,46.7409319606467,1616184.0,761975.0,23.0,0.0,https://swissvotes.ch/vote/568.00
569.0,2013-03-03 00:00:00,Raumplanungsgesetz,"Änderung des Bundesgesetzes über die Raumplanung (Raumplanungsgesetz, RPG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,46.5083118500796,1476942.0,871514.0,22.0,1.0,https://swissvotes.ch/vote/569.00
570.0,2013-06-09 00:00:00,Initiative «Volkswahl des Bundesrates»,Volksinitiative «Volkswahl des Bundesrates»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,39.5164354765723,480291.0,1550080.0,0.0,23.0,https://swissvotes.ch/vote/570.00
571.0,2013-06-09 00:00:00,Asylgesetz,Änderung des Asylgesetzes (AsylG) (Dringliche Änderungen des Asylgesetzes),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,39.4282467140427,1573007.0,432174.0,23.0,0.0,https://swissvotes.ch/vote/571.00
572.0,2013-09-22 00:00:00,Initiative zur Aufhebung der Wehrpflicht,Volksinitiative «Ja zur Aufhebung der Wehrpflicht»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.8903918189652,644985.0,1762811.0,0.0,23.0,https://swissvotes.ch/vote/572.00
573.0,2013-09-22 00:00:00,Epidemiengesetz,"Bundesgesetz über die Bekämpfung übertragbarer Krankheiten des Menschen (Epidemiengesetz, EpG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,46.6693665256876,1416741.0,944387.0,20.0,3.0,https://swissvotes.ch/vote/573.00
574.0,2013-09-22 00:00:00,Arbeitsgesetz (Öffnungszeiten von Tankstellenshops),"Änderung des Bundesgesetzes über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz, ArG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,46.6780281456453,1324528.0,1049508.0,18.0,5.0,https://swissvotes.ch/vote/574.00
575.0,2013-11-24 00:00:00,Initiative «1:12 – Für gerechte Löhne»,Volksinitiative «1:12 - Für gerechte Löhne»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,53.6327584106415,954787.0,1796930.0,0.0,23.0,https://swissvotes.ch/vote/575.00
576.0,2013-11-24 00:00:00,«Familieninitiative»,"Volksinitiative «Familieninitiative: Steuerabzüge auch für Eltern, die ihre Kinder selber betreuen»",Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,53.587466867228,1139670.0,1604491.0,2.5,20.5,https://swissvotes.ch/vote/576.00
577.0,2013-11-24 00:00:00,Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette),"Änderung des Bundesgesetzes über die Abgabe für die Benützung von Nationalstrassen (Nationalstrassenabgabegesetz, NSAG)",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,53.6129469633529,1087368.0,1662748.0,0.0,23.0,https://swissvotes.ch/vote/577.00
578.0,2014-02-09 00:00:00,Finanzierung und Ausbau der Eisenbahninfrastruktur (FABI),Bundesbeschluss über die Finanzierung und den Ausbau der Eisenbahninfrastruktur,Direkter Gegenentwurf,Nicht zutreffend,FABI-Vorlage,1,1,Angenommen,56.234773386936,1776878.0,1088176.0,22.0,1.0,https://swissvotes.ch/vote/578.00
579.0,2014-02-09 00:00:00,Initiative «Abtreibungsfinanzierung ist Privatsache»,Volksinitiative «Abtreibungsfinanzierung ist Privatsache – Entlastung der Krankenversicherung durch Streichung der Kosten des Schwangerschaftsabbruchs aus der obligatorischen Grundversicherung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,56.414945580898,873060.0,2019549.0,0.5,22.5,https://swissvotes.ch/vote/579.00
580.0,2014-02-09 00:00:00,Initiative «Gegen Masseneinwanderung»,Volksinitiative «Gegen Masseneinwanderung»,Volksinitiative,Ausformulierter Verfassungsentwurf,MEI,1,1,Angenommen,56.5682358532689,1463854.0,1444552.0,14.5,8.5,https://swissvotes.ch/vote/580.00
581.0,2014-05-18 00:00:00,Bundesbeschluss über die medizinische Grundversorgung,Bundesbeschluss über die medizinische Grundversorgung,Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,55.8418232513961,2480870.0,336196.0,23.0,0.0,https://swissvotes.ch/vote/581.00
582.0,2014-05-18 00:00:00,Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»,Volksinitiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»,Volksinitiative,Ausformulierter Verfassungsentwurf,Pädophilen-Initiative,1,1,Angenommen,56.1724704512551,1819822.0,1044704.0,23.0,0.0,https://swissvotes.ch/vote/582.00
583.0,2014-05-18 00:00:00,«Mindestlohn-Initiative»,Volksinitiative «Für den Schutz fairer Löhne (Mindestlohn-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,56.3573846966993,687571.0,2210192.0,0.0,23.0,https://swissvotes.ch/vote/583.00
584.0,2014-05-18 00:00:00,Fonds zur Beschaffung des Kampfflugzeugs Gripen,Bundesgesetz über den Fonds zur Beschaffung des Kampfflugzeugs Gripen (Gripen-Fonds-Gesetz),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,56.3233165066987,1345726.0,1542761.0,12.0,11.0,https://swissvotes.ch/vote/584.00
585.0,2014-09-28 00:00:00,Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»,Volksinitiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.9608029,684563.0,1718827.0,0.0,23.0,https://swissvotes.ch/vote/585.00
586.0,2014-09-28 00:00:00,Initiative «Für eine öffentliche Krankenkasse»,Volksinitiative «Für eine öffentliche Krankenkasse»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,47.1799958,933012.0,1512036.0,4.0,19.0,https://swissvotes.ch/vote/586.00
587.0,2014-11-30 00:00:00,Initiative zur Abschaffung der Pauschalbesteuerung,Volksinitiative «Schluss mit den Steuerprivilegien für Millionäre (Abschaffung der Pauschalbesteuerung)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,49.904945,1053125.0,1528114.0,1.0,22.0,https://swissvotes.ch/vote/587.00
588.0,2014-11-30 00:00:00,Initiative «Stopp der Überbevölkerung – zur Sicherung der natürlichen Lebensgrundlagen»,Volksinitiative «Stopp der Überbevölkerung – zur Sicherung der natürlichen Lebensgrundlagen»,Volksinitiative,Ausformulierter Verfassungsentwurf,Ecopop-Initiative,0,0,Abgelehnt,49.979876,671099.0,1920454.0,0.0,23.0,https://swissvotes.ch/vote/588.00
